HGAL,PID,Export C1A1,Export C1A2,Export C1B1,Export C1B2,Export C1C1,Export C1C2,Export C1E1,Export C1E2,Class 1 Status,Who Modified,Date Modified,Verified BC,Verified homo A,Verified homo B,Verified homo C,Verified homo E
42M01799,11438M,,,44:03,81:01,04:01,08:04,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
07G01425,11128,01:01,30:02,35:01,53:01,04:01,08:32,,,Published,yukiy,08/17/2018,1,,,,
01A00089,KS12283,01:01,23:01,44:03,52:01,04:01,12:02,,,Preliminary,car master,03/04/2010,,,,,
05E01489,GRE007IS,03:01,11:01,35:03,51:01,04:01,12:02,,,Published,Marti,10/03/2006,1,,,,
07G00321,41810,01:01,68:01,35:03,52:01,04:01,12:02,A,A,Published,yukiy,05/18/2018,1,,,,
07G00957,30429,03:01,03:01,35:01,52:01,04:01,12:02,,,Published,car master,12/24/2009,1,,,,
07G01235,20736,11:01,32:01,35:03,52:01,04:01,12:02,,,Published,yukiy,09/21/2018,1,,,,
07G01354,20240,11:01,24:02,35:02,52:01,04:01,12:02,G,G,Published,yukiy,11/20/2018,1,,,,
10J00050,17968,03:01,26:01,35:03,52:01,04:01,12:02,G,G,Published,CSSMCS,12/17/2019,,,,,
32C00303,1334-11,01:01,02:01,35:03,52:01,04:01,12:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
05E00680,MTS046VB,03:01,34:01,15:01,35:03,04:01,12:02,,,Published, Darlene Marti,01/16/2008,1,,,,
05E01609,GRE002SP,11:01,11:01,51:01,52:01,04:01,12:02,,,Preliminary, Darlene Marti,01/16/2008,,,,,
05E00457,PIT091JB,01:01,24:02,44:03,52:01,04:01,12:02,G,G,Published,CSSMCS,10/23/2019,1,,,,
07G01551,41176,02:01,03:01,35:01,52:01,04:01,12:02,A,G,Published,yukiy,08/22/2018,1,,,,
CAR25543,RAGN513662,02:11,11:01,35:01,52:01,04:01,12:02,A,A,Preliminary,yukiy,03/29/2018,,,,,
01A00076,KS12463,,,,,04:01,12:03,,,Preliminary,yukiy,02/24/2014,,,,,
01A00359,KS12213,02:01,26:01,35:03,38:01,04:01,12:03,A,G,Published,CSSMCS,10/23/2019,,,,,
05E00065,PHI104WJH,02:01,31:01,51:05,67:01,04:01,12:03,,,Published,Tang,03/07/2008,1,,,,
05E00732,MTS170ER,26:01,26:01,39:01,53:01,04:01,12:03,,,Published,Bailey Kessing,11/21/2008,1,,,,
05E00860,VIE008SP,03:01,26:01,35:03,39:01,04:01,12:03,,,Published,Tang,03/07/2008,1,,,,
05E01000,CLE009CRB,03:01,68:02,38:01,53:01,04:01,12:03,,,Published,Tang,03/07/2008,1,,,,
05E01139,COR034PB,02:01,26:01,35:02,38:01,04:01,12:03,,,Published,Tang,03/07/2008,1,,,,
05E01173,TUL004BB,03:01,03:01,35:03,38:01,04:01,12:03,G,G,Published,Windows User,07/20/2021,1,,,,
05E01175,MTS161BT,03:01,26:01,35:01,38:01,04:01,12:03,,,Published,Tang,03/07/2008,1,,,,
05E01474,COR209MG,29:01,32:01,18:01,35:02,04:01,12:03,,,Preliminary, Darlene Marti,01/16/2008,,,,,
05E01654,W08801001,24:02,68:01,35:03,35:08,04:01,12:03,,,Published, Darlene Marti,01/16/2008,1,,,,
05E01763,SWI018GL,01:01,02:01,35:01,35:03,04:01,12:03,A,G,Published,CSSMCS,12/16/2019,,,,,
05E01885,HOP022AI,24:02,25:01,35:01,39:01,04:01,12:03,,,Published, Darlene Marti,01/16/2008,,,,,
05E02072,UNC210TFW,23:01,25:01,18:01,44:03,04:01,12:03,,,Published,Marti,10/03/2006,,,,,
05E02145,COR140MG,01:01,25:01,18:01,53:01,04:01,12:03,,,Published,Marti,10/03/2006,1,,,,
07G00048,40452,26:01,31:01,35:02,38:01,04:01,12:03,A,G,Published,Windows User,08/28/2023,1,,,,
07G00109,20027,02:01,25:01,18:01,35:01,04:01,12:03,A,A,Published,yukiy,05/11/2018,1,,,,
07G00126,21017,02:01,26:01,38:01,51:01,04:01,12:03,G,G,Published,yukiy,05/11/2018,1,,,,
07G00223,40857,24:02,25:01,18:01,35:01,04:01,12:03,A,G,Published,yukiy,05/09/2018,1,,,,
07G00225,40032,01:01,24:02,35:02,38:01,04:01,12:03,A,A,Published,yukiy,05/09/2018,1,,,,
07G00231,40053,03:01,24:02,35:01,51:01,04:01,12:03,A,G,Published,yukiy,05/09/2018,1,,,,
07G00325,40852,02:01,24:02,35:03,39:01,04:01,12:03,A,G,Published,yukiy,05/18/2018,1,,,,
07G00365,11063,03:01,68:02,15:03,35:01,04:01,12:03,A,G,Published,yukiy,06/04/2018,1,,,,
07G00406,13121,30:02,32:01,39:10,53:01,04:01,12:03,A,A,Published,yukiy,09/20/2018,1,,,,
07G00426,20403,24:02,25:01,15:01,35:01,04:01,12:03,A,A,Published,yukiy,06/13/2018,1,,,,
07G00484,40052,01:01,03:01,35:01,38:01,04:01,12:03,,,Preliminary,yukiy,12/16/2011,,,,,
07G00772,20543,03:01,25:01,38:01,51:01,04:01,12:03,A,G,Published,yukiy,07/25/2018,1,,,,
07G00775,20374,01:01,26:01,38:01,44:03,04:01,12:03,A,G,Published,yukiy,06/04/2018,1,,,,
07G00910,13217,02:01,25:01,15:01,18:01,04:01,12:03,A,G,Published,yukiy,10/02/2018,1,,,,
07G00929,13046,03:01,25:01,18:01,35:01,04:01,12:03,,,Confirmed,yukiy,08/17/2018,1,,,,
07G00955,41499,24:02,32:01,35:01,38:01,04:01,12:03,A,G,Published,yukiy,09/17/2018,1,,,,
07G00964,40443,24:03,26:01,35:01,38:01,04:01,12:03,G,G,Published,yukiy,10/02/2018,1,,,,
07G01170,10678,02:01,24:02,39:01,51:01,04:01,12:03,G,G,Published,yukiy,11/27/2018,,,,,
07G01195,20318,11:01,26:01,38:01,44:03,04:01,12:03,A,G,Published,yukiy,10/02/2018,1,,,,
07G01203,10865,03:01,25:01,18:01,35:01,04:01,12:03,A,G,Published,yukiy,10/02/2018,1,,,,
07G01237,41646,02:01,03:01,35:03,38:01,04:01,12:03,A,G,Published,yukiy,09/21/2018,1,,,,
07G01239,40555,01:01,26:08,35:02,39:01,04:01,12:03,,,Published,yukiy,08/17/2018,1,,,,
07G01339,20477,02:01,26:01,38:01,44:03,04:01,12:03,A,G,Published,CSSMCS,01/07/2020,1,,,,
07G01365,30225,02:01,31:01,35:03,39:01,04:01,12:03,G,G,Published,yukiy,09/21/2018,1,,,,
07G01378,40791,03:01,25:01,18:01,35:01,04:01,12:03,A,G,Published,yukiy,09/21/2018,1,,,,
07G01615,23061,25:01,30:01,18:01,53:01,04:01,12:03,A,A,Published,yukiy,09/17/2018,1,,,,
10J00163,15522,,32:01,35:02,38:01,04:01,12:03,,,Published, Darlene Marti,01/16/2008,,,,,
32C00319,1345-01,02:01,26:01,35:03,,04:01,12:03,,,Preliminary,Bailey Kessing,07/07/2011,,,,,
32C00342,1346-11,02:06,26:01,35:01,38:01,04:01,12:03,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
42M00010,10251M,23:01,23:01,15:03,82:01,04:01,12:03,A,A,Confirmed,yukiy,02/04/2019,1,,,,
42M00020,12888M,34:02,68:02,15:03,53:01,04:01,12:03,A,G,Published,yukiy,12/10/2018,1,,,,
42M00079,12725M,30:02,68:01,35:01,39:10,04:01,12:03,G,G,Published,yukiy,09/17/2018,,,,,
42M00293,10116M,,,35:01,39:10,04:01,12:03,,,Published,Yuko Yuki,12/09/2008,,,,,
42M00318,10775M,23:01,29:02,57:03,58:02,04:01,12:03,,,Published,Amy Poisson,09/18/2003,,,,,
42M00483,11424M,01:01,30:02,18:01,44:03,04:01,12:03,,,Published,Amy Poisson,09/18/2003,,,,,
42M00516,11341M,02:02,33:03,35:01,39:10,04:01,12:03,,,Preliminary, marti,06/02/2005,1,,,,
42M00639,12237M,,,18:01,35:01,04:01,12:03,,,Preliminary,Amy Poisson,09/18/2003,,,,,
42M00814,10151M,02:01,68:02,15:03,44:03,04:01,12:03,,,Published,Amy Poisson,09/18/2003,,,,,
42M00984,12910M,23:01,68:01,35:01,39:10,04:01,12:03,A,G,Published,CSSMCS,01/07/2020,,,,,
42M01000,12382M,02:02,26:01,39:01,53:01,04:01,12:03,G,G,Published,yukiy,02/04/2019,1,,,,
42M01297,70336M,23:01,36:01,51:01,53:01,04:01,12:03,,,Published,Bailey Kessing,01/07/2005,1,,,,
42M01523,70115M,02:02,68:02,15:03,53:01,04:01,12:03,,,Published,Bailey Kessing,01/07/2005,1,,,,
05E01538,GRE081KM,23:01,31:01,39:01,44:03,04:01,12:03,,,Preliminary, Darlene Marti,01/16/2008,1,,,,
05E00163,HER055KJO,23:01,26:01,44:02,44:03,04:01,12:03,,,Published, Darlene Marti,01/16/2008,,,,,
05E00673,MTS027LH,24:02,26:01,35:02,38:01,04:01,12:03,,,Published, Darlene Marti,01/16/2008,1,,,,
05E00675,MTS031HT,24:02,26:01,35:02,38:01,04:01,12:03,,,Preliminary, Darlene Marti,09/26/2007,1,,,,
05E00989,COR232JP,01:01,24:02,35:01,38:01,04:01,12:03,,,Preliminary, Darlene Marti,09/26/2007,1,,,,
07G02787,20142,01:01,26:01,35:01,38:01,04:01,12:03,A,G,Published,yukiy,10/02/2018,1,,,,
05E00462,PIT105RLJ,02:01,24:02,35:03,35:03,04:01,12:03,G,G,Preliminary,CSSMCS,10/23/2019,,,,,
07G01738,23104,01:01,36:01,38:01,53:01,04:01,12:03,,,Published,Amy Poisson,09/18/2003,1,,,,
05E01854,SWI084BF,24:02,25:01,35:08,39:01,04:01,12:03,,,Published,Amy Poisson,09/18/2003,1,,,,
05E02588,GRE114NG,01:01,02:01,35:08,,04:01,12:03,,,Published,Bailey Kessing,07/07/2011,,,,,
07G01423,10983,26:01,26:01,35:01,38:01,04:01,12:03,A,G,Confirmed,yukiy,09/21/2018,1,,,,
07G01129,20570,02:01,24:02,35:02,38:01,04:01,12:03,,,Preliminary,Bailey Kessing,11/21/2008,1,,,,
42M01290,79024M,03:01,23:01,35:01,39:01,04:01,12:03,,,Preliminary,Audrey Majeske,02/19/2004,1,,,,
42M01426,10899M,,,18:01,35:01,04:01,12:03,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
66K00247,BUC293,01:01,11:01,15:01,35:03,04:01,12:03,,,Preliminary, marti,05/24/2005,1,,,,
66K00540,BUC638,24:02,26:01,35:02,38:01,04:01,12:03,,,Preliminary,Rasmi Thomas,05/11/2011,1,,,,
CAR18196,RAGN155102,24:02,33:03,39:10,44:03,04:01,12:03,G,G,Preliminary,yukiy,03/29/2018,,,,,
CAR19696,RAGN312749,68:01,69:01,35:03,39:01,04:01,12:03,A,G,Preliminary,yukiy,03/29/2018,,,,,
77W00218,927970S,03:01,24:02,35:01,38:01,04:01,12:03,,,Preliminary,tangm2,09/26/2017,,,,,
77W00387,926587S,03:01,11:01,35:05,38:01,04:01,12:03,,,Preliminary,tangm2,09/26/2017,,,,,
32C00014,12-06,03:01,25:01,08:01,18:01,04:01,12:03,,,Preliminary,yukiy,07/26/2012,,,,,
32C00015,12-07,03:01,25:01,08:01,18:01,04:01,12:03,,,Preliminary,yukiy,07/26/2012,,,,,
32C00670,1427-01,,31:01,35:02,38:01,04:01,12:03,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00674,1427-06,,31:01,35:02,38:01,04:01,12:03,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
66K00027,BUC007,,,,,04:01,12:03,,,Preliminary,marti,12/11/2006,,,,,
07G03091,40081,02:01,26:01,35:03,38:01,04:01,12:03,A,G,Preliminary,yukiy,11/21/2018,1,,,,
CAR01576,12866/10J137,26:01,31:01,15:220,35:01,04:01,12:03,A,G,Completed,CSSMCS,12/16/2019,,,,,
CAR01590,RAGN104091,24:02,34:02,18:01,44:03,04:01,12:03,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
77W00056,13129C,11:01,33:03,40:01,40:01,04:01,12:03,,,Preliminary,Tang,03/07/2008,,,,,
CAR28923,RAGN550657,02:01,34:02,39:10,44:03,04:01,12:03,G,G,Completed,Windows User,11/06/2025,,,,,
CAR30814,RAGN284710,11:01,24:02,35:03,38:01,04:01,12:03,,,Completed,Bailey Kessing,06/15/2011,1,,,,
05E02755,CCB035,,,35:01,39:06,04:01,12:03,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
CAR01500,20658,24:02,30:02,18:01,53:01,04:01,12:03,A,G,Completed,Windows User,11/06/2025,1,,,,
CAR34213,RAGN587167,24:02,25:01,35:01,38:01,04:01,12:03,G,G,Completed,CSSMCS,02/21/2020,1,,,,
CAR38595,RAGN560569,02:01,26:01,48:01,52:01,04:01,12:03,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
CAR50930,RAGN958793,02:06,24:02,18:01,35:17,04:01,12:03,A,G,Preliminary,yukiy,03/29/2018,,,,,
66K00200,RDP0243,02:05,68:02,35:01,44:02,04:01,12:33,A,G,Preliminary,yukiy,07/26/2018,,,,,
01A00419,KS10341,02:01,02:06,35:01,51:01,04:01,14:02,,,Published,CSSMCS,10/23/2019,,,,,
01A00421,KS10271,02:01,03:01,35:02,51:01,04:01,14:02,A,G,Published,CSSMCS,01/07/2020,,,,,
04D00030,PHI087MER,02:01,26:01,35:01,51:01,04:01,14:02,,,Published,Tang,03/07/2008,,,,,
05E00668,MTS012BS,02:01,02:01,15:16,35:03,04:01,14:02,,,Published,Tang,03/07/2008,1,,,,
05E01703,G08201001,11:01,11:01,35:01,51:01,04:01,14:02,,,Published,Marti,10/03/2006,1,,,,
05E01968,TUL043TN,02:01,68:02,51:01,53:01,04:01,14:02,,,Published, Darlene Marti,01/16/2008,1,,,,
07G00250,10324,02:01,11:01,35:01,51:01,04:01,14:02,A,A,Published,yukiy,05/18/2018,1,,,,
07G00845,41566,02:01,03:01,35:01,51:01,04:01,14:02,G,G,Published,yukiy,07/11/2018,1,,,,
07G01011,41442,01:01,02:01,35:01,51:01,04:01,14:02,A,A,Published,yukiy,11/27/2018,1,,,,
10J00028,11418,02:01,29:02,51:01,53:01,04:01,14:02,G,G,Published,CSSMCS,01/07/2020,,,,,
10J00206,11603,02:01,23:01,,,04:01,14:02,,,Preliminary,Bailey Kessing,11/21/2008,1,,,,
42M00012,12047M,33:01,68:01,15:16,53:01,04:01,14:02,A,G,Published,yukiy,12/10/2018,,,,,
42M00093,10586M,02:02,30:01,15:16,53:01,04:01,14:02,A,G,Published,CSSMCS,08/20/2021,,,,,
42M00347,10284M,23:01,30:01,15:16,44:03,04:01,14:02,,,Published,car master,12/24/2009,1,,,,
42M00623,12283M,02:02,74,15:16,53:01,04:01,14:02,,,Published,Bailey Kessing,10/01/2010,1,,,,
42M01043,13173M,32:01,33:03,07:02,07:12,04:01,14:02,,,Published,Amy Poisson,09/18/2003,,,,,
42M01256,70140M,11:01,24:02,35:05,51:01,04:01,14:02,,,Published,Amy Poisson,09/18/2003,,,,,
42M01378,70028M,02:01,02:02,51:01,53:01,04:01,14:02,,,Published,Bailey Kessing,01/07/2005,1,,,,
05E01843,SWI030PF,02:01,23:01,44:03,51:01,04:01,14:02,,,Published, Darlene Marti,08/24/2007,1,,,,
05E02605,GRE140HO,02:01,24:02,35:02,51:01,04:01,14:02,,,Published, Darlene Marti,01/16/2008,1,,,,
42M01595,70314R,02:01,03:01,35:03,51:01,04:01,14:02,,,Confirmed,yukiy,10/22/2013,1,,,,
32C00704,1447-09,23:01,24:02,44:03,51:01,04:01,14:02,,,Preliminary,marti,03/14/2011,1,,,,
32C00763,1458-10,02:01,24:02,35:01,51:01,04:01,14:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00778,1459-11,02:01,24:02,35:01,51:01,04:01,14:02,,,Preliminary,marti,03/14/2011,,,,,
66K00043,BUC039,,,,,04:01,14:02,,,Preliminary,marti,12/11/2006,,,,,
CAR25154,RAGN206797,02:01,25:01,35:41,51:01,04:01,14:02,A,G,Preliminary,yukiy,03/29/2018,,,,,
07G02475,11135,02:01,26:01,35:01,51:01,04:01,14:02,G,G,Preliminary,yukiy,11/20/2018,1,,,,
07G03067,23194,02:01,02:01,51:01,53:01,04:01,14:02,G,G,Preliminary,yukiy,11/21/2018,1,,,,
CAR25550,RAGN694604,11:01,26:01,35:01,58:01,04:01,14:02,A,A,Preliminary,yukiy,04/04/2018,,,,,
42M01792,10081M,,,15:16,35:01,04:01,14:02,,,Preliminary,Yuko Yuki,12/29/2008,,,,,
07G02449,11078,02:01,68:02,51:01,53:01,04:01,14:02,A,G,Preliminary,yukiy,11/20/2018,,,,,
05E00395,COR089VC,03:01,68:01,35:01,51:01,04:01,15:02,A,A,Published,CSSMCS,09/15/2021,1,,,,
05E00658,J13901001,02:11,24:02,35:08,51:01,04:01,15:02,,,Published,Tang,03/07/2008,1,,,,
05E01017,TUL039BM,11:01,33:03,40:06,53:01,04:01,15:02,,,Published,Tang,03/07/2008,,,,,
07G00384,10019,03:01,68:01,35:01,51:01,04:01,15:02,A,A,Published,yukiy,06/04/2018,1,,,,
07G00616,10851,03:01,11:01,35:01,51:01,04:01,15:02,A,A,Published,yukiy,06/29/2018,1,,,,
07G00651,10496,02:01,03:01,35:01,40:02,04:01,15:02,G,G,Published,yukiy,08/17/2018,1,,,,
42M00769,42396M,01:01,34:02,44:03,51:01,04:01,15:02,,,Preliminary, Darlene Marti,01/16/2008,1,,,,
05E00391,COR055YL,02:06,31:01,15:01,51:02,04:01,15:02,A,G,Published,CSSMCS,01/07/2020,,,,,
05E00412,HER047MBA,24:02,31:01,35:03,51:01,04:01,15:02,A,A,Published,CSSMCS,10/23/2019,,,,,
05E01533,GRE075KK,68:01,68:01,35:03,51:01,04:01,15:02,,,Preliminary,Darlene Marti,03/03/2004,1,,,,
05E01572,HER147MNS,02:17,03:01,35:01,51:01,04:01,15:02,,,Published, Darlene Marti,01/16/2008,,,,,
05E02374,TUL008MM,02:01,11:01,35:01,40:02,04:01,15:02,,,Published, Darlene Marti,01/16/2008,1,,,,
05E00714,MTS125AM,03:01,68:01,35:01,35:01,04:01,15:02,,,Published,Amy Poisson,09/18/2003,1,,,,
07G03021,41034,24:02,31:01,51:01,51:01,04:01,15:02,,,Published,yukiy,09/21/2018,1,,,,
07G01752,33023,11:01,24:02,35:01,51:01,04:01,15:02,A,G,Published,yukiy,09/17/2018,1,,,,
07G01719,20216,02:01,24:02,35:02,51:01,04:01,15:02,G,G,Published,yukiy,09/17/2018,1,,,,
66K00021,BUC090,11:01,32:01,35:01,51:01,04:01,15:02,,,Confirmed,Rasmi Thomas,05/11/2011,1,,,,
32C00597,1355-02,02:01,,35:01,51:01,04:01,15:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
CAR24562,RAGN497698,03:01,11:01,35:01,51:01,04:01,15:02,A,G,Preliminary,yukiy,03/29/2018,,,,,
77W00509,70024C,02:06,11:01,40:01,51:01,04:01,15:02,,,Preliminary,Tang,02/29/2008,,,,,
CAR27059,RAGN798080,11:01,11:01,35:01,51:01,04:01,15:02,A,A,Completed,yukiy,02/26/2025,,,,,
"42M01879
",10114R,11:01,32:01,35:01,40:02,04:01,15:02,,,Preliminary,bassS,08/05/2009,1,,,,
01A00159,200002003,01:01,29:01,07:05,35:02,04:01,15:05,,,Published,car master,04/06/2010,,,,,
05E01634,W06601001,02:01,23:01,07:02,07:05,04:01,15:05,,,Published, Darlene Marti,01/16/2008,1,,,,
07G00522,41155,24:02,29:01,07:05,35:02,04:01,15:05,,,Published,yukiy,08/17/2018,1,,,,
07G01614,23052,34:02,68:02,07:02,44:03,04:01,15:05,A,A,Published,yukiy,09/21/2018,1,,,,
42M00096,11516M,03:01,74:01,07:02,53:01,04:01,15:05,A,G,Published,yukiy,08/22/2018,1,,,,
42M00280,10186M,02:02,33:03,40:12,53:01,04:01,15:05,,,Published,car master,12/24/2009,1,,,,
42M00768,12578M,68:02,74,07:05,53:01,04:01,15:05,,,Preliminary,Bailey Kessing,10/01/2010,1,,,,
42M01301,11955M,23:01,33:03,07:05,14:01,04:01,15:05,,,Published, Darlene Marti,01/16/2008,1,,,,
42M01305,10974M,01:01,30:01,07:02,35:01,04:01,15:05,,,Published,Bailey Kessing,01/07/2005,1,,,,
42M01166,11957M,,,07:05,44:03,04:01,15:05,,,Preliminary,Amy Poisson,09/18/2003,,,,,
42M01177,12240M,30:01,32:01,07:02,44:03,04:01,15:05,A,A,Confirmed,CSSMCS,01/07/2020,1,,,,
CAR24567,RAGN275432,01:03,32:01,35:187,73:01,04:01,15:05,G,G,Preliminary,yukiy,03/29/2018,,,,,
CAR30507,RAGN198703,74:01,74:01,07:02,53:01,04:01,15:05,A,A,Completed,CSSMCS,02/21/2020,1,1,,,
77W00284,12761S,11:01,24:07,35:05,51:02,04:01,15:17,,,Preliminary,tangm2,09/26/2017,,,,,
01A00247,KS10041,23:01,68:02,35:01,53:01,04:01,16:01,,,Published,Tang,03/07/2008,1,,,,
05E00086,E04401001,24:02,29:02,35:08,44:03,04:01,16:01,,,Published,Tang,03/07/2008,1,,,,
05E00875,Z01001001,11:01,29:02,35:01,44:03,04:01,16:01,,,Published,Tang,03/07/2008,1,,,,
05E00966,HOP057LRD,03:01,74,44:03,52:01,04:01,16:01,,,Published,Tang,03/07/2008,1,,,,
05E01005,GWU081GC,03:01,23:01,45:01,58:02,04:01,16:01,,,Published,Tang,03/07/2008,1,,,,
07G00227,10068,02:01,29:02,44:03,53:01,04:01,16:01,G,G,Published,yukiy,05/09/2018,1,,,,
07G00386,10092,02:01,31:01,35:01,45:01,04:01,16:01,G,G,Published,yukiy,06/04/2018,1,,,,
07G00398,13150,32:01,34:02,07:02,53:01,04:01,16:01,G,G,Preliminary,yukiy,09/21/2018,1,,,,
07G00488,30434,03:01,68:01,35:03,44:03,04:01,16:01,A,G,Published,yukiy,10/02/2018,1,,,,
07G00499,20715,02:01,24:02,35:01,44:03,04:01,16:01,A,G,Published,yukiy,06/29/2018,1,,,,
07G00521,41149,03:01,32:01,35:03,44:03,04:01,16:01,A,G,Published,yukiy,06/13/2018,1,,,,
07G00741,10401,23:01,29:02,44:03,44:03,04:01,16:01,A,G,Published,yukiy,06/04/2018,1,,,,
07G00844,41549,11:01,32:01,35:01,44:03,04:01,16:01,A,A,Published,yukiy,07/11/2018,1,,,,
07G01288,10569,24:02,29:02,35:02,44:03,04:01,16:01,A,G,Published,yukiy,11/27/2018,1,,,,
07G01306,10669,01:01,29:02,35:03,44:03,04:01,16:01,,,Published,car master,12/24/2009,1,,,,
07G01308,30180,02:01,30:02,44:03,53:01,04:01,16:01,A,G,Published,yukiy,11/20/2018,,,,,
07G01343,40624,29:02,68:01,35:03,44:03,04:01,16:01,A,G,Published,yukiy,11/20/2018,1,,,,
07G01360,40795,01:01,29:02,35:02,44:03,04:01,16:01,A,G,Published,yukiy,09/17/2018,1,,,,
07G01388,20013,02:01,11:01,35:01,44:03,04:01,16:01,A,G,Published,yukiy,09/21/2018,1,,,,
07G01588,10402,02:01,03:01,35:01,44:03,04:01,16:01,G,G,Published,yukiy,09/21/2018,1,,,,
07G01612,23012,68:02,74:01,51:01,53:01,04:01,16:01,A,G,Published,yukiy,09/21/2018,1,,,,
32C00019,12-11,11:01,29:02,35:01,44:03,04:01,16:01,,,Preliminary,yukiy,07/26/2012,1,,,,
32C00229,1424-14,32:01,68:01,35:08,44:03,04:01,16:01,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00247,13291-12,03:01,32:01,44:03,44:03,04:01,16:01,,,Preliminary,Bailey Kessing,07/07/2011,,,,,
32C00385,1362-01,02:01,29:01,35:01,44:03,04:01,16:01,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
42M00006,10055M,36:01,68:01,35:01,53:01,04:01,16:01,A,G,Published,yukiy,02/04/2019,,,,,
42M00105,11229M,02:01,02:05,51:01,53:01,04:01,16:01,G,G,Published,yukiy,09/17/2018,,,,,
42M00130,12853M,29:02,33:03,44:03,53:01,04:01,16:01,G,G,Published,Windows User,01/27/2022,,,,,
42M00164,11832M,02:01,02:01,44:03,45:01,04:01,16:01,A,G,Published,yukiy,08/22/2018,,,,,
42M00172,12160M,02:01,32:01,35:01,53:01,04:01,16:01,A,G,Published,yukiy,08/22/2018,1,,,,
42M00176,12386M,23:01,74:01,35:01,52:01,04:01,16:01,A,G,Published,yukiy,08/22/2018,1,,,,
42M00260,10070M,02:02,30:02,35:01,52:01,04:01,16:01,,,Published,Amy Poisson,09/18/2003,1,,,,
42M00268,10072M,29:02,66:03,44:03,44:03,04:01,16:01,,,Published,car master,12/24/2009,1,,,,
42M00271,10157M,02:02,74,52:01,53:01,04:01,16:01,,,Published,Bailey Kessing,10/01/2010,1,,,,
42M00343,10596M,,34:02,35:01,51:01,04:01,16:01,,,Published,Amy Poisson,09/18/2003,,,,,
42M00466,11397M,03:01,29:02,35:01,35:01,04:01,16:01,,,Published,Amy Poisson,09/18/2003,1,,,,
42M00512,11594M,66:03,80:01,53:01,78:01,04:01,16:01,,,Published,Amy Poisson,09/18/2003,,,,,
42M00517,11462M,33:03,68:02,18:01,53:01,04:01,16:01,,,Published,Amy Poisson,09/18/2003,1,,,,
42M00552,11906M,02:01,74:01,44:03,45:01,04:01,16:01,G,G,Published,yukiy,12/10/2018,,,,,
42M00668,12396M,02:02,68:01,15:03,45:01,04:01,16:01,,,Published,Bailey Kessing,07/07/2011,1,,,,
42M00766,12413M,24:03,29:02,35:01,35:01,04:01,16:01,,,Preliminary, Darlene Marti,01/16/2008,,,,,
42M00821,12740M,23:01,30:01,35:01,45:01,04:01,16:01,,,Published,Amy Poisson,09/18/2003,,,,,
42M00834,10218M,33:03,68:01,15:16,53:01,04:01,16:01,,,Published, Darlene Marti,01/16/2008,,,,,
42M00838,12742M,24:13,29:02,52:01,53:01,04:01,16:01,,,Published, Darlene Marti,01/16/2008,,,,,
42M00868,13133M,29:02,36:01,44:03,53:01,04:01,16:01,,,Published,Bailey Kessing,01/07/2005,1,,,,
42M00894,12295M,02:02,30:01,51:01,58:02,04:01,16:01,,,Preliminary,Darlene Marti,03/30/2004,,,,,
42M00925,42698M,03:01,03:01,35:01,45:01,04:01,16:01,,,Preliminary,Darlene Marti,03/30/2004,1,,,,
42M00965,12058M,23:01,36:01,35:01,53:01,04:01,16:01,,,Preliminary,Darlene Marti,03/30/2004,1,,,,
42M00968,13223M,,,45:01,53:01,04:01,16:01,,,Preliminary,Amy Poisson,09/18/2003,,,,,
42M00974,13214M,24:02,33:03,45:01,53:01,04:01,16:01,,,Preliminary,Darlene Marti,03/30/2004,1,,,,
42M00977,42480M,02:01,02:01,35:01,51:01,04:01,16:01,,,Preliminary,Darlene Marti,03/30/2004,1,,,,
42M00995,12817M,33:01,33:01,35:01,78:01,04:01,16:01,,,Preliminary, Darlene Marti,01/16/2008,1,,,,
42M01011,13155M,03:01,68:02,35:01,44:03,04:01,16:01,,,Published,Bailey Kessing,11/21/2008,1,,,,
42M01027,11108M,02:01,33:03,35:01,53:01,04:01,16:01,,,Preliminary,Bailey Kessing,07/07/2011,1,,,,
42M01030,10869M,02:01,23:01,44:03,45:01,04:01,16:01,,,Published,Amy Poisson,09/18/2003,,,,,
42M01069,11426M,24:02,30:02,35:01,45:01,04:01,16:01,,,Published,Amy Poisson,09/18/2003,,,,,
42M01154,11655M,02:05,68:01,44:03,52:01,04:01,16:01,G,G,Published,yukiy,09/17/2018,,,,,
42M01223,41020M,02:01,23:01,44:03,45:01,04:01,16:01,,,Published,Amy Poisson,09/18/2003,,,,,
42M01296,11756M,02:02,30:02,35:01,52:01,04:01,16:01,,,Published,Bailey Kessing,01/07/2005,1,,,,
42M01324,11104M,32:01,66:02,44:03,53:01,04:01,16:01,,,Published,Amy Poisson,09/18/2003,,,,,
